timestamp,hour,requests_per_15min,total_tokens_15min,gpu_energy_j_per_15min,avg_gpu_power_w,server_room_power_kw
2024-01-02 01:30:00,1.5,56,8064,0.0,0.0,0.0
2024-01-02 01:45:00,1.75,24,3456,0.0,0.0,0.0
2024-01-02 02:00:00,2.0,69,9936,0.0,0.0,0.0
2024-01-02 02:15:00,2.25,111,15984,0.0,0.0,0.0
2024-01-02 02:30:00,2.5,60,8640,0.0,0.0,0.0
2024-01-02 02:45:00,2.75,57,8208,0.0,0.0,0.0
2024-01-02 03:00:00,3.0,42,6048,0.0,0.0,0.0
2024-01-02 03:15:00,3.25,52,7488,0.0,0.0,0.0
2024-01-02 03:30:00,3.5,10,1440,0.0,0.0,0.0
2024-01-02 03:45:00,3.75,46,6624,0.0,0.0,0.0
2024-01-02 04:00:00,4.0,55,7920,0.0,0.0,0.0
2024-01-02 04:15:00,4.25,56,8064,0.0,0.0,0.0
2024-01-02 04:30:00,4.5,127,18289,0.0,0.0,0.0
2024-01-02 04:45:00,4.75,93,13392,0.0,0.0,0.0
2024-01-02 05:00:00,5.0,88,12672,0.0,0.0,0.0
2024-01-02 05:15:00,5.25,72,10368,0.0,0.0,0.0
2024-01-02 05:30:00,5.5,85,12240,0.0,0.0,0.0
2024-01-02 05:45:00,5.75,71,10224,0.0,0.0,0.0
2024-01-02 06:00:00,6.0,33,4752,0.0,0.0,0.0
2024-01-02 06:15:00,6.25,91,13104,0.0,0.0,0.0
2024-01-02 06:30:00,6.5,96,13824,0.0,0.0,0.0
2024-01-02 06:45:00,6.75,133,19153,0.0,0.0,0.0
2024-01-02 07:00:00,7.0,54,7776,0.0,0.0,0.0
2024-01-02 07:15:00,7.25,56,8064,0.0,0.0,0.0
2024-01-02 07:30:00,7.5,88,12672,0.0,0.0,0.0
2024-01-02 07:45:00,7.75,109,15696,0.0,0.0,0.0
2024-01-02 08:00:00,8.0,76,10944,0.0,0.0,0.0
2024-01-02 08:15:00,8.25,115,16560,0.0,0.0,0.0
2024-01-02 08:30:00,8.5,96,13824,0.0,0.0,0.0
2024-01-02 08:45:00,8.75,82,11808,0.0,0.0,0.0
2024-01-02 09:00:00,9.0,181,26065,0.0,0.0,0.0
2024-01-02 09:15:00,9.25,95,13680,0.0,0.0,0.0
2024-01-02 09:30:00,9.5,153,22033,0.0,0.0,0.0
2024-01-02 09:45:00,9.75,151,21745,0.0,0.0,0.0
2024-01-02 10:00:00,10.0,123,17713,0.0,0.0,0.0
2024-01-02 10:15:00,10.25,171,24625,0.0,0.0,0.0
2024-01-02 10:30:00,10.5,114,16416,0.0,0.0,0.0
2024-01-02 10:45:00,10.75,189,27217,0.0,0.0,0.0
2024-01-02 11:00:00,11.0,162,23329,0.0,0.0,0.0
2024-01-02 11:15:00,11.25,209,30097,0.0,0.0,0.0
2024-01-02 11:30:00,11.5,152,21889,0.0,0.0,0.0
2024-01-02 11:45:00,11.75,162,23329,0.0,0.0,0.0
2024-01-02 12:00:00,12.0,211,30385,0.0,0.0,0.0
2024-01-02 12:15:00,12.25,182,26209,0.0,0.0,0.0
2024-01-02 12:30:00,12.5,163,23473,0.0,0.0,0.0
2024-01-02 12:45:00,12.75,204,29377,0.0,0.0,0.0
2024-01-02 13:00:00,13.0,195,28081,0.0,0.0,0.0
2024-01-02 13:15:00,13.25,175,25201,0.0,0.0,0.0
2024-01-02 13:30:00,13.5,216,31105,0.0,0.0,0.0
2024-01-02 13:45:00,13.75,204,29377,0.0,0.0,0.0
2024-01-02 14:00:00,14.0,146,21025,0.0,0.0,0.0
2024-01-02 14:15:00,14.25,187,26929,0.0,0.0,0.0
2024-01-02 14:30:00,14.5,182,26209,0.0,0.0,0.0
2024-01-02 14:45:00,14.75,259,37298,0.0,0.0,0.0
2024-01-02 15:00:00,15.0,207,29809,0.0,0.0,0.0
2024-01-02 15:15:00,15.25,178,25633,0.0,0.0,0.0
2024-01-02 15:30:00,15.5,188,27073,0.0,0.0,0.0
2024-01-02 15:45:00,15.75,190,27361,0.0,0.0,0.0
2024-01-02 16:00:00,16.0,177,25489,0.0,0.0,0.0
2024-01-02 16:15:00,16.25,185,26641,0.0,0.0,0.0
2024-01-02 16:30:00,16.5,166,23905,0.0,0.0,0.0
2024-01-02 16:45:00,16.75,189,27217,0.0,0.0,0.0
2024-01-02 17:00:00,17.0,100,14400,0.0,0.0,0.0
2024-01-02 17:15:00,17.25,152,21889,0.0,0.0,0.0
2024-01-02 17:30:00,17.5,115,16560,0.0,0.0,0.0
2024-01-02 17:45:00,17.75,158,22753,0.0,0.0,0.0
2024-01-02 18:00:00,18.0,111,15984,0.0,0.0,0.0
2024-01-02 18:15:00,18.25,108,15552,0.0,0.0,0.0
2024-01-02 18:30:00,18.5,124,17857,0.0,0.0,0.0
2024-01-02 18:45:00,18.75,148,21313,0.0,0.0,0.0
2024-01-02 19:00:00,19.0,137,19729,0.0,0.0,0.0
2024-01-02 19:15:00,19.25,79,11376,0.0,0.0,0.0
2024-01-02 19:30:00,19.5,134,19297,0.0,0.0,0.0
2024-01-02 19:45:00,19.75,113,16272,0.0,0.0,0.0
2024-01-02 20:00:00,20.0,106,15264,0.0,0.0,0.0
2024-01-02 20:15:00,20.25,95,13680,0.0,0.0,0.0
2024-01-02 20:30:00,20.5,166,23905,0.0,0.0,0.0
2024-01-02 20:45:00,20.75,86,12384,0.0,0.0,0.0
2024-01-02 21:00:00,21.0,57,8208,0.0,0.0,0.0
2024-01-02 21:15:00,21.25,103,14832,0.0,0.0,0.0
2024-01-02 21:30:00,21.5,98,14112,0.0,0.0,0.0
2024-01-02 21:45:00,21.75,63,9072,0.0,0.0,0.0
2024-01-02 22:00:00,22.0,96,13824,0.0,0.0,0.0
2024-01-02 22:15:00,22.25,74,10656,0.0,0.0,0.0
2024-01-02 22:30:00,22.5,37,5328,0.0,0.0,0.0
2024-01-02 22:45:00,22.75,40,5760,0.0,0.0,0.0
2024-01-02 23:00:00,23.0,71,10224,0.0,0.0,0.0
2024-01-02 23:15:00,23.25,74,10656,0.0,0.0,0.0
2024-01-02 23:30:00,23.5,46,6624,0.0,0.0,0.0
2024-01-02 23:45:00,23.75,16,2304,0.0,0.0,0.0
2024-01-03 00:00:00,0.0,10,1440,0.0,0.0,0.0
2024-01-03 00:15:00,0.25,21,3024,0.0,0.0,0.0
2024-01-03 00:30:00,0.5,37,5328,0.0,0.0,0.0
2024-01-03 00:45:00,0.75,45,6480,0.0,0.0,0.0
2024-01-03 01:00:00,1.0,75,10800,0.0,0.0,0.0
2024-01-03 01:15:00,1.25,24,3456,0.0,0.0,0.0
2024-01-03 01:30:00,1.5,46,6624,0.0,0.0,0.0
2024-01-03 01:45:00,1.75,32,4608,0.0,0.0,0.0
2024-01-03 02:00:00,2.0,33,4752,0.0,0.0,0.0
2024-01-03 02:15:00,2.25,23,3312,0.0,0.0,0.0
2024-01-03 02:30:00,2.5,60,8640,0.0,0.0,0.0
2024-01-03 02:45:00,2.75,82,11808,0.0,0.0,0.0
2024-01-03 03:00:00,3.0,15,2160,0.0,0.0,0.0
2024-01-03 03:15:00,3.25,74,10656,0.0,0.0,0.0
2024-01-03 03:30:00,3.5,93,13392,0.0,0.0,0.0
2024-01-03 03:45:00,3.75,82,11808,0.0,0.0,0.0
2024-01-03 04:00:00,4.0,72,10368,0.0,0.0,0.0
2024-01-03 04:15:00,4.25,60,8640,0.0,0.0,0.0
2024-01-03 04:30:00,4.5,48,6912,0.0,0.0,0.0
2024-01-03 04:45:00,4.75,105,15120,0.0,0.0,0.0
2024-01-03 05:00:00,5.0,75,10800,0.0,0.0,0.0
2024-01-03 05:15:00,5.25,34,4896,0.0,0.0,0.0
2024-01-03 05:30:00,5.5,92,13248,0.0,0.0,0.0
2024-01-03 05:45:00,5.75,35,5040,0.0,0.0,0.0
2024-01-03 06:00:00,6.0,108,15552,0.0,0.0,0.0
2024-01-03 06:15:00,6.25,92,13248,0.0,0.0,0.0
2024-01-03 06:30:00,6.5,41,5904,0.0,0.0,0.0
2024-01-03 06:45:00,6.75,111,15984,0.0,0.0,0.0
2024-01-03 07:00:00,7.0,120,17280,0.0,0.0,0.0
2024-01-03 07:15:00,7.25,91,13104,0.0,0.0,0.0
2024-01-03 07:30:00,7.5,111,15984,0.0,0.0,0.0
2024-01-03 07:45:00,7.75,91,13104,0.0,0.0,0.0
2024-01-03 08:00:00,8.0,121,17424,0.0,0.0,0.0
2024-01-03 08:15:00,8.25,68,9792,0.0,0.0,0.0
2024-01-03 08:30:00,8.5,93,13392,0.0,0.0,0.0
2024-01-03 08:45:00,8.75,150,21601,0.0,0.0,0.0
2024-01-03 09:00:00,9.0,63,9072,0.0,0.0,0.0
2024-01-03 09:15:00,9.25,120,17280,0.0,0.0,0.0
2024-01-03 09:30:00,9.5,140,20161,0.0,0.0,0.0
2024-01-03 09:45:00,9.75,122,17568,0.0,0.0,0.0
2024-01-03 10:00:00,10.0,113,16272,0.0,0.0,0.0
2024-01-03 10:15:00,10.25,138,19873,0.0,0.0,0.0
2024-01-03 10:30:00,10.5,142,20449,0.0,0.0,0.0
2024-01-03 10:45:00,10.75,132,19009,0.0,0.0,0.0
2024-01-03 11:00:00,11.0,113,16272,0.0,0.0,0.0
2024-01-03 11:15:00,11.25,142,20449,0.0,0.0,0.0
2024-01-03 11:30:00,11.5,155,22321,0.0,0.0,0.0
2024-01-03 11:45:00,11.75,262,37730,0.0,0.0,0.0
2024-01-03 12:00:00,12.0,188,27073,0.0,0.0,0.0
2024-01-03 12:15:00,12.25,168,24193,0.0,0.0,0.0
2024-01-03 12:30:00,12.5,213,30673,0.0,0.0,0.0
2024-01-03 12:45:00,12.75,161,23185,0.0,0.0,0.0
2024-01-03 13:00:00,13.0,148,21313,0.0,0.0,0.0
2024-01-03 13:15:00,13.25,220,31681,0.0,0.0,0.0
2024-01-03 13:30:00,13.5,216,31105,0.0,0.0,0.0
2024-01-03 13:45:00,13.75,187,26929,0.0,0.0,0.0
2024-01-03 14:00:00,14.0,166,23905,0.0,0.0,0.0
2024-01-03 14:15:00,14.25,181,26065,0.0,0.0,0.0
2024-01-03 14:30:00,14.5,210,30241,0.0,0.0,0.0
2024-01-03 14:45:00,14.75,183,26353,0.0,0.0,0.0
2024-01-03 15:00:00,15.0,225,32401,0.0,0.0,0.0
2024-01-03 15:15:00,15.25,212,30529,0.0,0.0,0.0
2024-01-03 15:30:00,15.5,215,30961,0.0,0.0,0.0
2024-01-03 15:45:00,15.75,171,24625,0.0,0.0,0.0
2024-01-03 16:00:00,16.0,194,27937,0.0,0.0,0.0
2024-01-03 16:15:00,16.25,198,28513,0.0,0.0,0.0
2024-01-03 16:30:00,16.5,146,21025,0.0,0.0,0.0
2024-01-03 16:45:00,16.75,156,22465,0.0,0.0,0.0
2024-01-03 17:00:00,17.0,154,22177,0.0,0.0,0.0
2024-01-03 17:15:00,17.25,169,24337,0.0,0.0,0.0
2024-01-03 17:30:00,17.5,168,24193,0.0,0.0,0.0
2024-01-03 17:45:00,17.75,176,25345,0.0,0.0,0.0
2024-01-03 18:00:00,18.0,106,15264,0.0,0.0,0.0
2024-01-03 18:15:00,18.25,143,20593,0.0,0.0,0.0
2024-01-03 18:30:00,18.5,164,23617,0.0,0.0,0.0
2024-01-03 18:45:00,18.75,135,19441,0.0,0.0,0.0
2024-01-03 19:00:00,19.0,110,15840,0.0,0.0,0.0
2024-01-03 19:15:00,19.25,62,8928,0.0,0.0,0.0
2024-01-03 19:30:00,19.5,115,16560,0.0,0.0,0.0
2024-01-03 19:45:00,19.75,96,13824,0.0,0.0,0.0
2024-01-03 20:00:00,20.0,113,16272,0.0,0.0,0.0
2024-01-03 20:15:00,20.25,84,12096,0.0,0.0,0.0
2024-01-03 20:30:00,20.5,136,19585,0.0,0.0,0.0
2024-01-03 20:45:00,20.75,80,11520,0.0,0.0,0.0
2024-01-03 21:00:00,21.0,49,7056,0.0,0.0,0.0
2024-01-03 21:15:00,21.25,76,10944,0.0,0.0,0.0
2024-01-03 21:30:00,21.5,71,10224,0.0,0.0,0.0
2024-01-03 21:45:00,21.75,70,10080,0.0,0.0,0.0
2024-01-03 22:00:00,22.0,69,9936,0.0,0.0,0.0
2024-01-03 22:15:00,22.25,10,1440,0.0,0.0,0.0
2024-01-03 22:30:00,22.5,39,5616,0.0,0.0,0.0
2024-01-03 22:45:00,22.75,50,7200,0.0,0.0,0.0
2024-01-03 23:00:00,23.0,24,3456,0.0,0.0,0.0
2024-01-03 23:15:00,23.25,102,14688,0.0,0.0,0.0
2024-01-03 23:30:00,23.5,33,4752,0.0,0.0,0.0
2024-01-03 23:45:00,23.75,64,9216,0.0,0.0,0.0
2024-01-04 00:00:00,0.0,95,13680,0.0,0.0,0.0
2024-01-04 00:15:00,0.25,29,4176,0.0,0.0,0.0
2024-01-04 00:30:00,0.5,40,5760,0.0,0.0,0.0
2024-01-04 00:45:00,0.75,81,11664,0.0,0.0,0.0
2024-01-04 01:00:00,1.0,70,10080,0.0,0.0,0.0
2024-01-04 01:15:00,1.25,30,4320,0.0,0.0,0.0
2024-01-04 01:30:00,1.5,63,9072,0.0,0.0,0.0
2024-01-04 01:45:00,1.75,43,6192,0.0,0.0,0.0
2024-01-04 02:00:00,2.0,43,6192,0.0,0.0,0.0
2024-01-04 02:15:00,2.25,35,5040,0.0,0.0,0.0
2024-01-04 02:30:00,2.5,10,1440,0.0,0.0,0.0
2024-01-04 02:45:00,2.75,64,9216,0.0,0.0,0.0
2024-01-04 03:00:00,3.0,55,7920,0.0,0.0,0.0
2024-01-04 03:15:00,3.25,49,7056,0.0,0.0,0.0
2024-01-04 03:30:00,3.5,47,6768,0.0,0.0,0.0
2024-01-04 03:45:00,3.75,52,7488,0.0,0.0,0.0
2024-01-04 04:00:00,4.0,40,5760,0.0,0.0,0.0
2024-01-04 04:15:00,4.25,70,10080,0.0,0.0,0.0
2024-01-04 04:30:00,4.5,18,2592,0.0,0.0,0.0
2024-01-04 04:45:00,4.75,31,4464,0.0,0.0,0.0
2024-01-04 05:00:00,5.0,119,17136,0.0,0.0,0.0
2024-01-04 05:15:00,5.25,66,9504,0.0,0.0,0.0
2024-01-04 05:30:00,5.5,121,17424,0.0,0.0,0.0
2024-01-04 05:45:00,5.75,91,13104,0.0,0.0,0.0
2024-01-04 06:00:00,6.0,121,17424,0.0,0.0,0.0
2024-01-04 06:15:00,6.25,25,3600,0.0,0.0,0.0
2024-01-04 06:30:00,6.5,133,19153,0.0,0.0,0.0
2024-01-04 06:45:00,6.75,105,15120,0.0,0.0,0.0
2024-01-04 07:00:00,7.0,79,11376,0.0,0.0,0.0
2024-01-04 07:15:00,7.25,44,6336,0.0,0.0,0.0
2024-01-04 07:30:00,7.5,122,17568,0.0,0.0,0.0
2024-01-04 07:45:00,7.75,33,4752,0.0,0.0,0.0
2024-01-04 08:00:00,8.0,94,13536,0.0,0.0,0.0
2024-01-04 08:15:00,8.25,131,18865,0.0,0.0,0.0
2024-01-04 08:30:00,8.5,158,22753,0.0,0.0,0.0
2024-01-04 08:45:00,8.75,106,15264,0.0,0.0,0.0
2024-01-04 09:00:00,9.0,82,11808,0.0,0.0,0.0
2024-01-04 09:15:00,9.25,108,15552,0.0,0.0,0.0
2024-01-04 09:30:00,9.5,155,22321,0.0,0.0,0.0
2024-01-04 09:45:00,9.75,160,23041,0.0,0.0,0.0
2024-01-04 10:00:00,10.0,194,27937,0.0,0.0,0.0
2024-01-04 10:15:00,10.25,137,19729,0.0,0.0,0.0
2024-01-04 10:30:00,10.5,139,20017,0.0,0.0,0.0
2024-01-04 10:45:00,10.75,152,21889,0.0,0.0,0.0
2024-01-04 11:00:00,11.0,130,18721,0.0,0.0,0.0
2024-01-04 11:15:00,11.25,180,25921,0.0,0.0,0.0
2024-01-04 11:30:00,11.5,167,24049,0.0,0.0,0.0
2024-01-04 11:45:00,11.75,144,20737,0.0,0.0,0.0
2024-01-04 12:00:00,12.0,162,23329,0.0,0.0,0.0
2024-01-04 12:15:00,12.25,170,24481,0.0,0.0,0.0
2024-01-04 12:30:00,12.5,189,27217,0.0,0.0,0.0
2024-01-04 12:45:00,12.75,217,31249,0.0,0.0,0.0
2024-01-04 13:00:00,13.0,219,31537,0.0,0.0,0.0
2024-01-04 13:15:00,13.25,184,26497,0.0,0.0,0.0
2024-01-04 13:30:00,13.5,202,29089,0.0,0.0,0.0
2024-01-04 13:45:00,13.75,221,31825,0.0,0.0,0.0
2024-01-04 14:00:00,14.0,219,31537,0.0,0.0,0.0
2024-01-04 14:15:00,14.25,178,25633,0.0,0.0,0.0
2024-01-04 14:30:00,14.5,186,26785,0.0,0.0,0.0
2024-01-04 14:45:00,14.75,215,30961,0.0,0.0,0.0
2024-01-04 15:00:00,15.0,229,32977,0.0,0.0,0.0
2024-01-04 15:15:00,15.25,173,24913,0.0,0.0,0.0
2024-01-04 15:30:00,15.5,155,22321,0.0,0.0,0.0
2024-01-04 15:45:00,15.75,155,22321,0.0,0.0,0.0
2024-01-04 16:00:00,16.0,168,24193,0.0,0.0,0.0
2024-01-04 16:15:00,16.25,222,31969,0.0,0.0,0.0
2024-01-04 16:30:00,16.5,157,22609,0.0,0.0,0.0
2024-01-04 16:45:00,16.75,186,26785,0.0,0.0,0.0
2024-01-04 17:00:00,17.0,158,22753,0.0,0.0,0.0
2024-01-04 17:15:00,17.25,160,23041,0.0,0.0,0.0
2024-01-04 17:30:00,17.5,170,24481,0.0,0.0,0.0
2024-01-04 17:45:00,17.75,139,20017,0.0,0.0,0.0
2024-01-04 18:00:00,18.0,129,18577,0.0,0.0,0.0
2024-01-04 18:15:00,18.25,151,21745,0.0,0.0,0.0
2024-01-04 18:30:00,18.5,133,19153,0.0,0.0,0.0
2024-01-04 18:45:00,18.75,117,16848,0.0,0.0,0.0
2024-01-04 19:00:00,19.0,126,18145,0.0,0.0,0.0
2024-01-04 19:15:00,19.25,77,11088,0.0,0.0,0.0
2024-01-04 19:30:00,19.5,118,16992,0.0,0.0,0.0
2024-01-04 19:45:00,19.75,110,15840,0.0,0.0,0.0
2024-01-04 20:00:00,20.0,124,17857,0.0,0.0,0.0
2024-01-04 20:15:00,20.25,80,11520,0.0,0.0,0.0
2024-01-04 20:30:00,20.5,107,15408,0.0,0.0,0.0
2024-01-04 20:45:00,20.75,77,11088,0.0,0.0,0.0
2024-01-04 21:00:00,21.0,101,14544,0.0,0.0,0.0
2024-01-04 21:15:00,21.25,105,15120,0.0,0.0,0.0
2024-01-04 21:30:00,21.5,60,8640,0.0,0.0,0.0
2024-01-04 21:45:00,21.75,118,16992,0.0,0.0,0.0
2024-01-04 22:00:00,22.0,10,1440,0.0,0.0,0.0
2024-01-04 22:15:00,22.25,82,11808,0.0,0.0,0.0
2024-01-04 22:30:00,22.5,54,7776,0.0,0.0,0.0
2024-01-04 22:45:00,22.75,24,3456,0.0,0.0,0.0
2024-01-04 23:00:00,23.0,10,1440,0.0,0.0,0.0
2024-01-04 23:15:00,23.25,88,12672,0.0,0.0,0.0
2024-01-04 23:30:00,23.5,53,7632,0.0,0.0,0.0
2024-01-04 23:45:00,23.75,38,5472,0.0,0.0,0.0
2024-01-05 00:00:00,0.0,122,17568,0.0,0.0,0.0
2024-01-05 00:15:00,0.25,79,11376,0.0,0.0,0.0
2024-01-05 00:30:00,0.5,75,10800,0.0,0.0,0.0
2024-01-05 00:45:00,0.75,10,1440,0.0,0.0,0.0
2024-01-05 01:00:00,1.0,43,6192,0.0,0.0,0.0
2024-01-05 01:15:00,1.25,58,8352,0.0,0.0,0.0
2024-01-05 01:30:00,1.5,89,12816,0.0,0.0,0.0
2024-01-05 01:45:00,1.75,10,1440,0.0,0.0,0.0
2024-01-05 02:00:00,2.0,80,11520,0.0,0.0,0.0
2024-01-05 02:15:00,2.25,38,5472,0.0,0.0,0.0
2024-01-05 02:30:00,2.5,20,2880,0.0,0.0,0.0
2024-01-05 02:45:00,2.75,48,6912,0.0,0.0,0.0
2024-01-05 03:00:00,3.0,64,9216,0.0,0.0,0.0
2024-01-05 03:15:00,3.25,33,4752,0.0,0.0,0.0
2024-01-05 03:30:00,3.5,140,20161,0.0,0.0,0.0
2024-01-05 03:45:00,3.75,112,16128,0.0,0.0,0.0
2024-01-05 04:00:00,4.0,56,8064,0.0,0.0,0.0
2024-01-05 04:15:00,4.25,87,12528,0.0,0.0,0.0
2024-01-05 04:30:00,4.5,76,10944,0.0,0.0,0.0
2024-01-05 04:45:00,4.75,66,9504,0.0,0.0,0.0
2024-01-05 05:00:00,5.0,41,5904,0.0,0.0,0.0
2024-01-05 05:15:00,5.25,67,9648,0.0,0.0,0.0
2024-01-05 05:30:00,5.5,103,14832,0.0,0.0,0.0
2024-01-05 05:45:00,5.75,31,4464,0.0,0.0,0.0
